user_id,user_name
103,Степан Харитонович Меркушев
104,Самойлова Глафира Степановна
105,Николаева Нонна Константиновна
106,Ульяна Архиповна Федосеева
107,Илья Брониславович Жданов
108,Анжела Юрьевна Русакова
109,Изот Харлампьевич Горбунов
110,Васильев Нифонт Ааронович
111,Федор Валерьевич Наумов
112,Христофор Бориславович Комаров
113,Якушев Тимур Давыдович
114,София Болеславовна Евдокимова
115,София Валериевна Пахомова
116,Селиверст Архипович Костин
117,Ольга Кирилловна Анисимова
118,Наина Леонидовна Сорокина
119,Елена Юрьевна Потапова
120,Доронина Анастасия Дмитриевна
121,Гущин Андрей Ярославович
122,Евсеева Наталья Алексеевна
123,Вероника Артемовна Голубева
124,Кир Глебович Емельянов
125,Наина Андреевна Фомичева
126,Владимир Феофанович Казаков
127,Твердислав Арсенович Мухин
128,тов. Соловьев Давыд Жоресович
129,Пахомова Маргарита Ильинична
130,Ситников Софон Ефимьевич
131,Куликова Ксения Владимировна
132,Миронова Вера Георгиевна
133,Носкова Екатерина Вадимовна
134,Пантелеймон Жанович Михайлов
135,Алла Дмитриевна Федорова
136,Никонова Зинаида Григорьевна
137,Самсон Игоревич Авдеев
138,Крылова Мария Ивановна
139,Андреев Корнил Ермолаевич
140,Филиппова Клавдия Мироновна
141,Валерия Владимировна Ситникова
142,тов. Карпова Глафира Мироновна
143,Герасимов Никанор Валерьянович
144,Адам Данилович Фролов
145,Болеслав Якубович Шилов
146,Сергеева Евдокия Кирилловна
147,Смирнов Игорь Ефстафьевич
148,Шашков Аскольд Иларионович
149,Сорокин Савелий Афанасьевич
150,Носова Юлия Ждановна
151,Силина Майя Афанасьевна
152,Чернова Анастасия Святославовна
153,Маслов Евстигней Жоресович
154,Бобылев Кирилл Гаврилович
155,Ратмир Викторович Новиков
156,Виталий Артёмович Беспалов
157,Мокей Валерианович Зиновьев
158,Евсеев Агафон Арсеньевич
159,Ларионов Амвросий Гордеевич
160,Агафонова Нонна Ждановна
161,Некрасов Святослав Валерьевич
162,Анастасия Захаровна Котова
163,Шубин Ювеналий Богданович
164,Епифан Изотович Филатов
165,Шаров Юлий Евсеевич
166,Андрей Устинович Рыбаков
167,Прокл Даниилович Медведев
168,Рубен Димитриевич Горбунов
169,Авдеева Клавдия Семеновна
170,Александра Леоновна Никонова
171,Анастасия Святославовна Артемьева
172,Крюков Захар Юльевич
173,Михайлова Синклитикия Вячеславовна
174,Колесникова Анжелика Романовна
175,Евфросиния Даниловна Никифорова
176,Суворов Авксентий Георгиевич
177,Кудряшов Матвей Харламович
178,Савельев Рюрик Антонович
179,Игнатьев Лев Артёмович
180,Никон Фомич Кудрявцев
181,г-жа Колесникова Клавдия Тимуровна
182,Лариса Ждановна Федосеева
183,Сидор Федосьевич Новиков
184,Трофимова Феврония Аскольдовна
185,Суворов Родион Фадеевич
186,Игнатьев Натан Иосипович
187,Овчинников Георгий Зиновьевич
188,Кузнецов Рубен Августович
189,Давыдова Тамара Матвеевна
190,Пахомов Панкратий Матвеевич
191,Филатова Кира Тарасовна
192,Пахомова Евпраксия Петровна
193,Любовь Романовна Шестакова
194,Фаина Даниловна Прохорова
195,Лукия Степановна Давыдова
196,Ангелина Романовна Кудрявцева
197,Елисеева Александра Леоновна
198,Никонова Евгения Георгиевна
199,Ильина Валентина Феликсовна
200,Захаров Валерьян Бориславович
201,Юлия Рудольфовна Хохлова
202,Рыбакова Лидия Георгиевна
203,Ананий Васильевич Шашков
204,Евдокия Аркадьевна Афанасьева
205,Фаина Филипповна Семенова
206,Молчанов Руслан Ааронович
207,Гордеев Сидор Владиславович
208,Мамонтов Лаврентий Анисимович
209,Епифан Марсович Шубин
210,Ирина Львовна Орлова
211,Логинова Мария Леонидовна
212,Нина Михайловна Шилова
213,Виталий Гертрудович Кошелев
214,Федосий Архипович Брагин
215,Доронин Измаил Эдгардович
216,Миронова Маргарита Святославовна
217,Мартынов Доброслав Вилорович
218,Клавдия Львовна Владимирова
219,Сорокина Иванна Харитоновна
220,Ермакова Анжела Яковлевна
221,Меркушева Александра Дмитриевна
222,Фёкла Богдановна Котова
223,Соколов Аверьян Власович
224,Феврония Васильевна Беляева
225,Шубина Александра Геннадьевна
226,Комарова Татьяна Юрьевна
227,Никитина Ангелина Даниловна
228,Евфросиния Артемовна Тетерина
229,Валерий Федотович Емельянов
230,Панфил Фадеевич Гурьев
231,Одинцова Елена Яковлевна
232,Михеев Олимпий Фролович
233,Мясников Зиновий Фомич
234,Лазарева Анжелика Никифоровна
235,Тамара Романовна Исаева
236,Гремислав Федотович Журавлев
237,Николай Тимурович Воронов
238,Тимофей Георгиевич Панфилов
239,Авксентий Игоревич Михеев
240,Журавлев Трофим Ефимьевич
241,Филимон Григорьевич Зайцев
242,Щукин Ратибор Ааронович
243,Осипов Аполлинарий Авдеевич
244,Воробьева Анжела Вячеславовна
245,г-жа Павлова Марина Леонидовна
246,Бирюков Глеб Евстигнеевич
247,Панов Савватий Даниилович
248,Аникита Юльевич Тетерин
249,Воронов Эрнест Фёдорович
250,Ширяев Клавдий Артурович
251,Викторин Трифонович Гришин
252,Алина Геннадьевна Блохина
253,Геннадий Устинович Власов
254,Ксения Оскаровна Фролова
255,Арефий Ануфриевич Волков
256,Орест Аксёнович Трофимов
257,Афиноген Терентьевич Федотов
258,Акулина Владимировна Лихачева
259,Кононова Марина Наумовна
260,Ираида Георгиевна Новикова
261,Гусева Виктория Филипповна
262,Александра Константиновна Сысоева
263,Родионова Любовь Ильинична
264,Моисеев Кузьма Брониславович
265,Мартын Анисимович Виноградов
266,Самуил Давидович Зыков
267,Павлов Серафим Егорович
268,Автоном Харламович Дементьев
269,Белов Флорентин Яковлевич
270,Куликова Анжелика Феликсовна
271,Константинов Рубен Феликсович
272,Попов Якуб Власович
273,Лариса Матвеевна Гущина
274,Егоров Леонтий Терентьевич
275,Олег Еремеевич Шубин
276,Валерия Руслановна Григорьева
277,Савельев Николай Евсеевич
278,Наталья Петровна Комарова
279,Лариса Александровна Орлова
280,Ратмир Гертрудович Беляков
281,Иванов Ульян Якубович
282,Константинов Остромир Антонович
283,Титова Лора Никифоровна
284,Элеонора Петровна Субботина
285,Голубева Дарья Макаровна
286,Феофан Адрианович Лазарев
287,Одинцов Вячеслав Арсеньевич
288,Воробьева Лариса Харитоновна
289,Фокина Элеонора Аркадьевна
290,Нонна Филипповна Якушева
291,Соболев Порфирий Харламович
292,Регина Макаровна Никонова
293,Тихон Гордеевич Костин
294,Стрелков Ипат Феофанович
295,Зайцева Юлия Федоровна
296,Кулаков Митофан Арсенович
297,Ангелина Захаровна Русакова
298,Цветкова Феврония Харитоновна
299,Алла Кирилловна Исаева
300,Елисеев Ярослав Вилорович
301,Антип Феликсович Кошелев
302,Лариса Сергеевна Наумова
303,Аксенова Синклитикия Руслановна
304,Ким Бориславович Фомичев
305,Давыдова Зинаида Вадимовна
306,Варвара Богдановна Зыкова
307,Викторин Иосипович Мухин
308,Киселев Емельян Георгиевич
309,Нинель Степановна Давыдова
310,Овчинникова Алевтина Аркадьевна
311,Евгения Егоровна Стрелкова
312,Беляков Карл Георгиевич
313,Матвеева Октябрина Святославовна
314,Иванна Ждановна Новикова
315,Нонна Робертовна Дьячкова
316,Соловьев Ростислав Филиппович
317,Евгения Викторовна Волкова
318,Евпраксия Павловна Моисеева
319,Кононова Василиса Федоровна
320,Савва Юльевич Наумов
321,Олимпиада Леоновна Селиверстова
322,Носкова Анастасия Георгиевна
323,Мартьян Артёмович Рыбаков
324,Самсон Арсенович Лебедев
325,Доронина Нина Семеновна
326,Григорьев Спартак Федосеевич
327,Феврония Николаевна Шилова
328,Тихон Алексеевич Григорьев
329,Копылова Евдокия Олеговна
330,Игнатов Александр Аверьянович
331,Сидорова Оксана Львовна
332,Синклитикия Владимировна Мартынова
333,Овчинникова Евфросиния Тарасовна
334,Кириллов Сидор Изотович
335,Родион Григорьевич Беляев
336,Павлова Иванна Альбертовна
337,Григорьев Родион Валерьевич
338,Мамонтов Аверьян Августович
339,Комиссаров Эдуард Васильевич
340,София Руслановна Рыбакова
341,Тетерин Вацлав Тарасович
342,Харитонов Степан Эдгардович
343,Пестов Август Елисеевич
344,Эмилия Степановна Гришина
345,Иванна Феликсовна Некрасова
346,Фортунат Жоресович Захаров
347,Филимон Жоресович Гришин
348,Венедикт Филимонович Назаров
349,Виктория Викторовна Рыбакова
350,Макарова Полина Николаевна
351,Регина Петровна Исакова
352,Валерий Архипович Титов
353,Одинцов Анатолий Ермилович
354,Вячеслав Изотович Калинин
355,тов. Шарапова Кира Игоревна
356,Светлана Васильевна Орехова
357,Петрова Галина Федоровна
358,Шашкова Милица Александровна
359,Нонна Руслановна Зимина
360,Дементьева Лора Геннадьевна
361,Куприян Исидорович Попов
362,Фомичева Маргарита Тарасовна
363,Лазарева Октябрина Альбертовна
364,Щербакова Маргарита Николаевна
365,Ильин Аким Измаилович
366,Никодим Афанасьевич Калашников
367,Владислав Игнатович Доронин
368,Ульяна Болеславовна Сергеева
369,Анжела Вадимовна Овчинникова
370,Яков Валерьевич Никитин
371,Роман Витальевич Баранов
372,Кузнецова Пелагея Георгиевна
373,Крылов Фортунат Августович
374,Евдокия Болеславовна Цветкова
375,Ирина Вадимовна Титова
376,Дементьев Иосиф Ефремович
377,Мария Рудольфовна Горбачева
378,Смирнов Савелий Тимурович
379,Глафира Максимовна Овчинникова
380,Овчинникова Антонина Павловна
381,Анастасия Романовна Горбачева
382,Власова Марфа Антоновна
383,Кулагин Максимильян Артемьевич
384,Нинель Ильинична Родионова
385,Тимофей Августович Сорокин
386,Афанасьев Карп Герасимович
387,Радован Елисеевич Пономарев
388,Пелагея Федоровна Петухова
389,Ситников Ерофей Еремеевич
390,Симонова Валентина Васильевна
391,Лидия Кирилловна Артемьева
392,Мясников Клавдий Ефстафьевич
393,Карпова Мария Павловна
394,Агафья Рубеновна Сидорова
395,тов. Иванова Анжелика Эдуардовна
396,Пахом Игоревич Новиков
397,Татьяна Васильевна Гаврилова
398,Назаров Болеслав Тимурович
399,Евпраксия Константиновна Рогова
400,Климент Григорьевич Овчинников
401,Колесникова Галина Дмитриевна
402,Третьякова Анна Андреевна
403,Субботина Маргарита Никифоровна
404,Миронова Клавдия Сергеевна
405,Василиса Руслановна Пестова
406,Маслов Карл Феликсович
407,Щербакова Антонина Валериевна
408,Олимпиада Николаевна Дементьева
409,Егоров Наум Филатович
410,Милица Захаровна Мухина
411,Милица Робертовна Нестерова
412,Анастасия Кузьминична Юдина
413,Копылов Никифор Арсенович
414,Михей Давидович Жуков
415,Савин Парамон Тарасович
416,Авдей Фадеевич Лихачев
417,Цветков Георгий Борисович
418,Осипова Александра Ивановна
419,Иннокентий Августович Рогов
420,Савина Зоя Максимовна
421,Виктория Макаровна Куликова
422,Воробьев Тарас Тихонович
423,Осипов Ульян Евстигнеевич
424,Маргарита Захаровна Бурова
425,Голубев Всемил Димитриевич
426,Журавлева Милица Александровна
427,Лебедев Эммануил Артёмович
428,Юлия Вадимовна Петухова
429,г-жа Князева Марфа Натановна
430,Валерия Ивановна Фокина
431,Харитонов Гордей Жанович
432,Дорофеев Ратмир Тарасович
433,Пономарева Клавдия Андреевна
434,Фомина Ольга Александровна
435,Остап Александрович Королев
436,Боброва Ульяна Валериевна
437,Валентина Леонидовна Давыдова
438,г-н Меркушев Руслан Артёмович
439,Натан Захарьевич Орлов
440,Автоном Демидович Филиппов
441,Гордеева Евдокия Вадимовна
442,Рубен Ярославович Власов
443,Фаина Феликсовна Шубина
444,Кириллов Твердислав Бенедиктович
445,Калинина Лариса Ивановна
446,Дьячков Будимир Харитонович
447,Сысоев Станимир Бориславович
448,Самойлов Ладислав Алексеевич
449,Гусев Гедеон Адамович
450,Селиверстова Людмила Георгиевна
451,Харитон Глебович Ситников
452,Вера Кирилловна Осипова
453,Муравьев Варфоломей Власович
454,Сергеева Лора Егоровна
455,Куликова Вера Афанасьевна
456,Данилова София Макаровна
457,Соболева Валентина Матвеевна
458,Колесникова Феврония Харитоновна
459,Николаев Натан Ерофеевич
460,Баранова Вероника Рубеновна
461,Кулагина Кира Михайловна
462,Регина Сергеевна Исаева
463,Данилова Раиса Михайловна
464,Виноградов Будимир Августович
465,Творимир Гавриилович Филатов
466,Петрова Мария Вениаминовна
467,Александрова София Рудольфовна
468,Ширяев Радован Витальевич
469,Прасковья Аркадьевна Гришина
470,Ульяна Мироновна Белова
471,Элеонора Ивановна Мамонтова
472,Турова Наина Святославовна
473,Блохина Алина Константиновна
474,Турова Валерия Вадимовна
475,Демид Терентьевич Большаков
476,Елизавета Львовна Гуляева
477,Арсений Артурович Сорокин
478,Захаров Артем Марсович
479,Горшкова Фёкла Константиновна
480,Вера Владимировна Харитонова
481,Зайцева Милица Архиповна
482,Ираида Рудольфовна Рогова
483,Наина Николаевна Лыткина
484,Шарапов Вышеслав Ааронович
485,Орехова Людмила Андреевна
486,Октябрина Федоровна Кудрявцева
487,Орехова Лора Богдановна
488,Медведев Михей Антонович
489,Антонина Аркадьевна Вишнякова
490,Василиса Геннадьевна Григорьева
491,Зимина Анжелика Геннадьевна
492,Юдин Симон Исидорович
493,Субботин Ермолай Глебович
494,Осипова Иванна Архиповна
495,Жанна Афанасьевна Александрова
496,Ладимир Ермилович Устинов
497,Павел Архипович Капустин
498,Василиса Федоровна Артемьева
499,Рябов Агап Фокич
500,Радислав Фёдорович Терентьев
501,Гришина Майя Мироновна
502,Ростислав Даниилович Шестаков
503,Власова Раиса Олеговна
504,Гурьева Пелагея Вячеславовна
505,Мишина Прасковья Федоровна
506,Киселева Жанна Рудольфовна
507,Лукьян Витальевич Гущин
508,Регина Степановна Носкова
509,Тетерин Чеслав Аверьянович
510,Самсонова Ирина Натановна
511,Раиса Максимовна Савина
512,Кузнецов Игнатий Ефимович
513,Никандр Матвеевич Шубин
514,Соколова Феврония Вениаминовна
515,Мартынова Галина Тарасовна
516,Логинов Артемий Гурьевич
517,Власова Маргарита Захаровна
518,Ангелина Антоновна Фомина
519,Будимир Дорофеевич Тимофеев
520,Семенова Прасковья Степановна
521,Надежда Дмитриевна Голубева
522,Некрасова Ульяна Игоревна
523,Нинель Михайловна Соболева
524,Юлия Даниловна Стрелкова
525,Ярополк Зиновьевич Ершов
526,Милица Ефимовна Захарова
527,Ситников Парфен Захарьевич
528,Корнил Витальевич Яковлев
529,Ананий Филатович Давыдов
530,Селиван Адамович Фадеев
531,Федосий Эдгардович Сидоров
532,Шашкова Вера Матвеевна
533,Елисеев Казимир Власович
534,Зинаида Алексеевна Тимофеева
535,Пров Феликсович Новиков
536,Давыдов Никанор Валерьевич
537,г-н Марков Архип Демьянович
538,Жданова Агафья Оскаровна
539,Никанор Фёдорович Пестов
540,Орлов Эдуард Вячеславович
541,Панфилова Алина Альбертовна
542,г-н Кулагин Аким Владленович
543,Мстислав Игнатьевич Лыткин
544,Комарова Надежда Борисовна
545,Кононова Алина Рудольфовна
546,Гришина Антонина Никифоровна
547,Ермаков Никанор Алексеевич
548,Корнилова Евдокия Олеговна
549,Селиверстова Эмилия Леоновна
550,Аверкий Богданович Кулагин
551,Евдокимова Галина Андреевна
552,Агап Ярославович Лапин
553,Кудряшов Викентий Фокич
554,Капитон Эдгардович Кудряшов
555,Каллистрат Викентьевич Денисов
556,Исакова Ульяна Афанасьевна
557,Ратибор Федосьевич Рыбаков
558,Емельян Харитонович Пестов
559,Милица Петровна Ильина
560,Лидия Семеновна Котова
561,Ситникова Нонна Руслановна
562,Маслов Фирс Даниилович
563,Котов Савва Архипович
564,Владимир Валерианович Громов
565,Макарова Марина Павловна
566,Терентьев Силантий Фролович
567,Маркова Октябрина Степановна
568,Тетерина Ульяна Петровна
569,Лихачев Василий Жанович
570,Самсон Елисеевич Беспалов
571,Лобанова Регина Артемовна
572,Петухов Виталий Елизарович
573,Агафонова Евфросиния Мироновна
574,Фёкла Наумовна Щукина
575,Антонина Рудольфовна Гурьева
576,Аникита Ермилович Гаврилов
577,Олимпиада Тимуровна Дьячкова
578,Игнатьев Моисей Анисимович
579,Селиверстов Панкратий Якубович
580,Зыкова Антонина Владиславовна
581,Фаина Филипповна Гурьева
582,Некрасова Пелагея Ждановна
583,Лыткина Элеонора Павловна
584,Васильев Виктор Феоктистович
585,Григорий Феоктистович Дементьев
586,Эрнст Антипович Марков
587,Бирюкова Октябрина Павловна
588,Якушева Нонна Антоновна
589,Дроздов Гостомысл Зиновьевич
590,Калашникова Елизавета Анатольевна
591,Котов Арефий Елизарович
592,Виктория Матвеевна Белозерова
593,Валерия Эльдаровна Симонова
594,Лука Федотович Игнатов
595,Людмила Рудольфовна Белоусова
596,Устинов Кондрат Дмитриевич
597,Жуков Демид Брониславович
598,Никитин Давыд Фролович
599,Максимильян Артемьевич Захаров
600,Тарасов Валерьян Арсенович
601,Виктория Анатольевна Логинова
602,Носова Евфросиния Степановна
603,Калинин Емельян Бориславович
604,Виталий Ануфриевич Анисимов
605,Веселова Василиса Васильевна
606,Антонина Егоровна Максимова
607,Светлана Никифоровна Самойлова
608,Самсон Даниилович Новиков
609,Терентьев Матвей Ермилович
610,Молчанов Ипат Георгиевич
611,Кириллов Трофим Харлампович
612,Синклитикия Васильевна Игнатьева
613,Самсонова Анна Валериевна
614,Осип Глебович Сазонов
615,Эдуард Елисеевич Волков
616,Аким Теймуразович Филатов
617,Федотова Анжелика Никифоровна
618,Власова Синклитикия Рудольфовна
619,Виссарион Терентьевич Кулагин
620,Пахомов Михей Ефимович
621,Анжелика Эдуардовна Максимова
622,Тимофеева Галина Аскольдовна
623,Веселов Фадей Демьянович
624,Галкин Аверкий Аксёнович
625,Воронова Тамара Леонидовна
626,Кондратьева Светлана Наумовна
627,София Валентиновна Третьякова
628,Миронов Терентий Тихонович
629,Вениамин Тихонович Вишняков
630,Турова Маргарита Львовна
631,Артемьева Ангелина Архиповна
632,Иванна Олеговна Силина
633,Субботин Иосиф Игоревич
634,Муравьева Фаина Наумовна
635,Селиверстова Таисия Кирилловна
636,Федотова Татьяна Рубеновна
637,Симон Евсеевич Веселов
638,Надежда Мироновна Давыдова
639,Суворова Тамара Геннадьевна
640,Герасимова Татьяна Даниловна
641,Светлана Васильевна Соловьева
642,Клавдия Анатольевна Соколова
643,Стрелков Фома Юльевич
644,Терентьев Эдуард Филатович
645,Селиверстов Ферапонт Авдеевич
646,Христофор Игнатьевич Воронов
647,Алексеев Наркис Васильевич
648,Владимиров Кондратий Архипович
649,Зайцев Будимир Яковлевич
650,Ладимир Егорович Бобров
651,Лаврентий Афанасьевич Коновалов
652,Алина Рубеновна Фомина
653,Герман Игнатович Брагин
654,Феврония Ильинична Князева
655,Мефодий Владиславович Трофимов
656,Денисов Святополк Афанасьевич
657,Богданов Радислав Геннадиевич
658,Эдуард Ермолаевич Никифоров
659,Нина Евгеньевна Ширяева
660,Игнатий Авдеевич Бобылев
661,Ефим Данилович Нестеров
662,Лонгин Аксёнович Баранов
663,Гурий Григорьевич Носов
664,Елена Тарасовна Щербакова
665,Романова Людмила Тимуровна
666,Игнатова Октябрина Леоновна
667,Муравьева Василиса Александровна
668,Валерия Алексеевна Терентьева
669,Марфа Семеновна Кондратьева
670,Алевтина Станиславовна Терентьева
671,Оксана Ивановна Третьякова
672,Харитон Юльевич Григорьев
673,Артемий Григорьевич Федосеев
674,Галкина Вероника Игоревна
675,Фаина Яковлевна Самсонова
676,Шарова Антонина Архиповна
677,Капустин Сидор Глебович
678,Макарова Анжелика Вениаминовна
679,Носков Святослав Германович
680,Тихон Измаилович Родионов
681,Борисов Парфен Тимурович
682,Шаров Серафим Евстигнеевич
683,Носов Никодим Андреевич
684,Мартынов Моисей Феодосьевич
685,Кулагин Ростислав Ааронович
686,Куликова Вера Богдановна
687,Юлия Даниловна Ситникова
688,Авдеев Андрей Тихонович
689,Анна Оскаровна Осипова
690,Нонна Кузьминична Никонова
691,Клавдия Эльдаровна Яковлева
692,Буров Соломон Ааронович
693,Медведев Корнил Давидович
694,Дьячкова Валентина Руслановна
695,Корнилов Севастьян Алексеевич
696,Баранов Ананий Феофанович
697,Красильников Ярополк Егорович
698,Терентьева Екатерина Святославовна
699,Шестаков Ратибор Харлампович
700,Радим Афанасьевич Панов
701,Субботин Ираклий Демидович
702,Белякова Алина Дмитриевна
703,Моисей Давидович Фролов
704,Ия Кирилловна Фокина
705,Фирс Феликсович Козлов
706,Сигизмунд Андреевич Ларионов
707,Гостомысл Абрамович Симонов
708,Рябов Панкратий Григорьевич
709,Милован Харлампович Макаров
710,г-н Жуков Лонгин Филатович
711,Жанна Михайловна Ситникова
712,Игнатов Архип Герасимович
713,Андрон Валентинович Журавлев
714,Эдуард Ильич Блохин
715,Афанасьев Святополк Дмитриевич
716,Сазонов Казимир Гавриилович
717,Пономарев Аким Викентьевич
718,Тит Владленович Дементьев
719,г-жа Родионова Зинаида Кузьминична
720,Владимир Ермолаевич Смирнов
721,Данилова Нинель Владимировна
722,г-н Воронов Юлиан Алексеевич
723,Белов Александр Давыдович
724,Соловьева Вероника Валериевна
725,Сазонов Феоктист Терентьевич
726,Епифан Федосеевич Аксенов
727,Лыткина Алина Федоровна
728,Селиван Демьянович Тихонов
729,Светлана Леонидовна Потапова
730,Зыков Рубен Витальевич
731,Лариса Кирилловна Фомина
732,Иванов Мартын Игоревич
733,Филимон Филимонович Лапин
734,Евфросиния Дмитриевна Евдокимова
735,Федот Всеволодович Кабанов
736,Лукия Рубеновна Щербакова
737,Мечислав Игнатьевич Буров
738,Бобылев Петр Викторович
739,Наталья Леонидовна Тимофеева
740,Симон Гурьевич Ершов
741,Капустина Марфа Тимуровна
742,Влас Владленович Юдин
743,Блинов Влас Жоресович
744,Голубев Павел Артемьевич
745,Александров Данила Валерьевич
746,Зинаида Евгеньевна Николаева
747,Мясникова Акулина Вячеславовна
748,Белов Мечислав Ермилович
749,Журавлева Синклитикия Ждановна
750,Аристарх Тарасович Зиновьев
751,Георгий Валентинович Цветков
752,Лаврентьева Ия Львовна
753,Орест Всеволодович Антонов
754,Зинаида Ильинична Шилова
755,Соколова Людмила Афанасьевна
756,Тарасова Октябрина Валериевна
757,Демид Арсеньевич Зыков
758,Иванна Анатольевна Гришина
759,Моисей Ефремович Комаров
760,Лаврентьева Евфросиния Святославовна
761,Анисим Чеславович Зуев
762,Макаров Борис Елизарович
763,Крылова Юлия Вениаминовна
764,Ефремова Ия Романовна
765,Волкова Феврония Ниловна
766,Дьячков Варфоломей Демьянович
767,Филипп Измаилович Игнатьев
768,Лихачева София Львовна
769,Фомичев Феоктист Федосеевич
770,Всеслав Гаврилович Ильин
771,Милий Валерьевич Гуляев
772,Раиса Алексеевна Зиновьева
773,Абрамов Ульян Фадеевич
774,Щукин Мартын Трифонович
775,Фадеева Наина Романовна
776,Софон Артёмович Сидоров
777,Феоктист Эдуардович Кириллов
778,Александрова Майя Аскольдовна
779,Пахом Харитонович Симонов
780,Любовь Болеславовна Козлова
781,Евпраксия Ниловна Кудряшова
782,Федосий Якубович Нестеров
783,Григорий Ярославович Кононов
784,Ферапонт Еремеевич Новиков
785,Лукьян Алексеевич Ширяев
786,Носова Регина Эдуардовна
787,Ситников Лазарь Геннадиевич
788,Лидия Владиславовна Агафонова
789,Пономарев Серафим Ефремович
790,Цветкова Лукия Константиновна
791,Князева Виктория Матвеевна
792,Конон Трифонович Соболев
793,Никита Игнатьевич Кузнецов
794,Варфоломей Харламович Осипов
795,Соломон Демьянович Лебедев
796,Тимур Федосьевич Осипов
797,тов. Степанова Светлана Георгиевна
798,Зыкова Марина Вадимовна
799,Кудряшов Авдей Филатович
800,Филиппова Ирина Геннадьевна
801,Симонов Лазарь Валерианович
802,Ираида Михайловна Корнилова
803,Александр Дмитриевич Матвеев
804,тов. Щербакова Фёкла Николаевна
805,Маргарита Борисовна Горшкова
806,Сафонова Наталья Рудольфовна
807,Агата Тимуровна Устинова
808,Блохина Варвара Аркадьевна
809,Лукин Сильвестр Игнатович
810,Кузьмин Стоян Жанович
811,Гришин Януарий Ефимович
812,Селиверст Гертрудович Меркушев
813,Третьякова Фаина Павловна
814,Эмиль Федосеевич Туров
815,Олимпиада Васильевна Белова
816,Сидоров Филипп Евстигнеевич
817,Евгения Сергеевна Колобова
818,Шубин Велимир Харлампович
819,Орлова Фаина Константиновна
820,Назаров Гурий Юлианович
821,Красильников Кузьма Ефремович
